"","DVDNumber","FocalID","PartnerID","Year","DayOfYear","TypeOfCare","BroodName","DVDRef.x","DVDRef.y","TapeLength","Protocol","Observer","BroodRef","Situation","Deaths","OffspringNo","Age","Wrong","DVDdate","DVDtime","Weather","Wind","Notes"
"6293","VR0386",8607,8515,2018,184,"Inc","R138",6489,6489,NA,NA,"",2519,2,FALSE,4,11,FALSE,"3/7/2018","0/1/1900",0,3,""
"6294","VR0387",8055,7160,2018,184,"Prov","R121",6490,6490,NA,NA,"",2502,4,FALSE,4,6,FALSE,"3/7/2018","0/1/1900",0,3,""
"6295","VR0388",9407,NA,2018,184,"Inc","R139",6491,6491,NA,NA,"",2520,2,FALSE,4,11,FALSE,"3/7/2018","0/1/1900",0,3,""
"6296","VR0389",9066,9893,2018,185,"Prov","R113",6492,6492,NA,NA,"",2494,4,FALSE,2,10,FALSE,"4/7/2018","0/1/1900",1,1,""
"6297","VR0390",9549,9133,2018,185,"Prov","R122",6493,6493,NA,NA,"",2503,4,FALSE,4,6,FALSE,"4/7/2018","0/1/1900",1,2,""
"6298","VR0391",9121,9143,2018,185,"Prov","R114",6494,6494,NA,NA,"",2495,4,FALSE,3,10,FALSE,"4/7/2018","0/1/1900",1,1,""
"6299","VR0392",8941,9000,2018,185,"Prov","R115",6495,6495,NA,NA,"",2496,4,FALSE,2,10,FALSE,"4/7/2018","0/1/1900",1,1,""
"6300","VR0393",8690,NA,2018,185,"Prov","R123",6496,6496,NA,NA,"",2504,4,FALSE,3,6,FALSE,"4/7/2018","0/1/1900",1,1,""
"6301","VR0394",8687,8649,2018,185,"Prov","R117",6497,6497,NA,NA,"",2498,4,FALSE,3,10,FALSE,"4/7/2018","0/1/1900",1,1,""
"6302","VR0395",9099,8652,2018,186,"Prov","R119",6498,6498,NA,NA,"",2500,4,FALSE,3,10,FALSE,"5/7/2018","0/1/1900",0,1,""
"6303","VR0396",9474,9592,2018,186,"Prov","R118",6499,6499,NA,NA,"",2499,4,FALSE,3,11,FALSE,"5/7/2018","0/1/1900",0,1,""
"6304","VR0397",8851,9116,2018,186,"Prov","R116",6500,6500,NA,NA,"",2497,4,FALSE,2,10,FALSE,"5/7/2018","0/1/1900",0,1,""
"6305","VR0398",6724,8906,2018,186,"Inc","R140",6501,6501,NA,NA,"",2521,2,FALSE,5,11,FALSE,"5/7/2018","0/1/1900",0,1,""
"6306","VR0399",9033,NA,2018,187,"Prov","R126",6502,6502,NA,NA,"",2507,4,FALSE,3,6,FALSE,"6/7/2018","0/1/1900",1,1,""
"6307","VR0400",9100,6808,2018,187,"Inc","R141",6503,6503,NA,NA,"",2522,2,FALSE,4,11,FALSE,"6/7/2018","0/1/1900",1,1,""
"6308","VR0401",9249,9185,2018,187,"Inc","R142",6504,6504,NA,NA,"",2523,2,FALSE,4,11,FALSE,"6/7/2018","0/1/1900",1,1,""
"6309","VR0402",9214,8978,2018,187,"Prov","R120",6505,6505,NA,NA,"",2501,4,FALSE,3,10,FALSE,"6/7/2018","0/1/1900",1,1,""
"6310","VR0403",9046,7689,2018,187,"Prov","R128",6506,6506,NA,NA,"",2509,4,FALSE,2,6,FALSE,"6/7/2018","0/1/1900",0,1,""
"6311","VR0404",6955,NA,2018,187,"Inc","R144",6510,6510,NA,NA,"",2525,2,FALSE,5,5,FALSE,"6/7/2018","0/1/1900",0,1,""
"6312","VR0405",9507,NA,2018,187,"Prov","R127",6507,6507,NA,NA,"",2508,4,FALSE,3,6,FALSE,"6/7/2018","0/1/1900",1,1,""
"6313","VR0406",9562,8910,2018,188,"Prov","R132",6508,6508,NA,NA,"",2513,4,FALSE,1,6,FALSE,"7/7/2018","0/1/1900",1,0,""
"6314","VR0407",8055,7160,2018,188,"Prov","R121",6509,6509,NA,NA,"",2502,4,FALSE,3,10,FALSE,"7/7/2018","0/1/1900",1,0,""
"6315","VR0408",4976,NA,2018,188,"Inc","R145",6511,6511,NA,NA,"",2526,2,FALSE,4,5,FALSE,"7/7/2018","0/1/1900",1,0,""
"6316","VR0409",9082,9626,2018,188,"Inc","R146",6512,6512,NA,NA,"",2527,2,FALSE,4,5,FALSE,"7/7/2018","0/1/1900",0,0,""
"6317","VR0410",8956,9564,2018,188,"Inc","R147",6513,6513,NA,NA,"",2528,2,FALSE,4,5,FALSE,"7/7/2018","0/1/1900",1,0,""
"6318","VR0411",9549,9133,2018,189,"Prov","R122",6514,6514,NA,NA,"",2503,4,FALSE,4,10,FALSE,"8/7/2018","0/1/1900",0,1,""
"6319","VR0412",7616,9120,2018,189,"Prov","R133",6515,6515,NA,NA,"",2514,4,FALSE,2,6,FALSE,"8/7/2018","0/1/1900",0,1,""
"6320","VR0413",9449,NA,2018,189,"Inc","R148",6516,6516,NA,NA,"",2529,2,FALSE,4,5,FALSE,"8/7/2018","0/1/1900",0,1,""
"6321","VR0414",9563,NA,2018,189,"Inc","R149",6517,6517,NA,NA,"",2530,2,FALSE,5,5,FALSE,"8/7/2018","0/1/1900",0,1,""
"6322","VR0415",8690,NA,2018,189,"Prov","R123",6518,6518,NA,NA,"",2504,4,FALSE,3,10,FALSE,"8/7/2018","0/1/1900",0,1,""
"6323","VR0416",5284,9267,2018,189,"Prov","R130",6519,6519,NA,NA,"",2511,4,FALSE,2,6,FALSE,"8/7/2018","0/1/1900",0,1,""
"6324","VR0417",8979,8652,2018,190,"Prov","R131",6520,6520,NA,NA,"",2512,4,FALSE,3,6,FALSE,"9/7/2018","0/1/1900",0,1,""
"6325","VR0418",9159,8652,2018,190,"Inc","R150",6521,6521,NA,NA,"",2531,2,FALSE,5,5,FALSE,"9/7/2018","0/1/1900",0,1,""
"6326","VR0419",8989,8830,2018,190,"Inc","R151",6522,6522,NA,NA,"",2532,2,FALSE,3,5,FALSE,"9/7/2018","0/1/1900",0,1,""
"6327","VR0420",9093,NA,2018,190,"Prov","R134",6523,6523,NA,NA,"",2515,4,FALSE,4,6,FALSE,"9/7/2018","0/1/1900",0,1,""
"6328","VR0421",9570,9222,2018,190,"Inc","R152",6524,6524,NA,NA,"",2533,2,FALSE,3,5,FALSE,"9/7/2018","0/1/1900",0,1,""
"6329","VR0422",8963,NA,2018,190,"Inc","R153",6525,6525,NA,NA,"",2534,2,FALSE,4,6,FALSE,"9/7/2018","0/1/1900",0,1,""
"6330","VR0423",9033,NA,2018,191,"Prov","R126",6530,6530,NA,NA,"",2507,4,FALSE,3,10,FALSE,"10/7/2018","0/1/1900",0,1,""
"6331","VR0424",8559,4900,2018,191,"Prov","R135",6526,6526,NA,NA,"",2516,4,FALSE,2,6,FALSE,"10/7/2018","0/1/1900",1,1,""
"6332","VR0425",9046,7689,2018,191,"Prov","R128",6527,6527,NA,NA,"",2509,4,FALSE,2,10,FALSE,"10/7/2018","0/1/1900",1,1,""
"6333","VR0426",9817,4943,2018,191,"Inc","R154",6528,6528,NA,NA,"",2535,2,FALSE,4,5,FALSE,"10/7/2018","0/1/1900",1,1,""
"6334","VR0427",9507,NA,2018,191,"Prov","R127",6529,6529,NA,NA,"",2508,4,FALSE,3,10,FALSE,"10/7/2018","0/1/1900",1,1,""
"6335","VR0428",9562,8910,2018,192,"Prov","R132",6531,6531,NA,NA,"",2513,4,FALSE,1,10,FALSE,"11/7/2018","0/1/1900",0,1,""
"6336","VR0429",9407,NA,2018,192,"Prov","R139",6532,6532,NA,NA,"",2520,4,FALSE,3,6,FALSE,"11/7/2018","0/1/1900",1,1,""
"6337","VR0430",5284,9267,2018,193,"Prov","R130",6533,6533,NA,NA,"",2511,4,FALSE,2,10,FALSE,"12/7/2018","0/1/1900",0,0,""
"6338","VR0431",9571,9089,2018,193,"Prov","R137",6535,6535,NA,NA,"",2518,4,FALSE,1,6,FALSE,"12/7/2018","0/1/1900",0,1,""
"6339","VR0432",8607,8515,2018,193,"Prov","R138",6536,6536,NA,NA,"",2519,4,FALSE,2,6,FALSE,"12/7/2018","0/1/1900",0,1,""
"6340","VR0433",6955,NA,2018,193,"Inc","R144",6537,6537,NA,NA,"",2525,2,FALSE,5,11,FALSE,"12/7/2018","0/1/1900",0,1,""
"6341","VR0434",8979,8652,2018,194,"Prov","R131",6538,6538,NA,NA,"",2512,4,FALSE,3,10,FALSE,"13/7/2018","0/1/1900",2,0,""
"6342","VR0435",8398,9416,2018,194,"Inc","R155",6545,6545,NA,NA,"",2536,2,FALSE,4,5,FALSE,"13/7/2018","0/1/1900",2,0,""
"6343","VR0436",6724,8906,2018,194,"Prov","R140",6539,6539,NA,NA,"",2521,4,FALSE,4,6,FALSE,"13/7/2018","0/1/1900",2,0,""
"6344","VR0437",4976,NA,2018,194,"Inc","R145",6540,6540,NA,NA,"",2526,2,FALSE,4,11,FALSE,"13/7/2018","0/1/1900",2,0,""
"6345","VR0438",9093,NA,2018,194,"Prov","R134",6541,6541,NA,NA,"",2515,4,FALSE,4,10,FALSE,"13/7/2018","0/1/1900",2,0,""
"6346","VR0439",9082,9626,2018,194,"Inc","R146",6542,6542,NA,NA,"",2527,2,FALSE,4,11,FALSE,"13/7/2018","0/1/1900",2,0,""
"6347","VR0440",8956,9564,2018,194,"Inc","R147",6543,6543,NA,NA,"",2528,2,FALSE,4,11,FALSE,"13/7/2018","0/1/1900",2,0,""
"6348","VR0441",9100,6808,2018,195,"Prov","R141",6546,6546,NA,NA,"",2522,4,FALSE,3,6,FALSE,"14/7/2018","0/1/1900",0,0,""
"6349","VR0442",9249,9185,2018,195,"Prov","R142",6547,6547,NA,NA,"",2523,4,FALSE,3,6,FALSE,"14/7/2018","0/1/1900",0,0,""
"6350","VR0443",9449,NA,2018,195,"Inc","R148",6548,6548,NA,NA,"",2529,2,FALSE,4,11,FALSE,"14/7/2018","0/1/1900",0,1,""
"6351","VR0444",9563,NA,2018,195,"Inc","R149",6549,6549,NA,NA,"",2530,2,FALSE,5,11,FALSE,"14/7/2018","0/1/1900",0,0,""
"6352","VR0445",NA,NA,NA,NA,NA,NA,NA,6550,NA,NA,"",2540,2,FALSE,4,6,FALSE,"16/7/2018","0/1/1900",0,1,""
"6353","VR0446",9159,8652,2018,197,"Inc","R150",6551,6551,NA,NA,"",2531,2,FALSE,5,12,FALSE,"16/7/2018","0/1/1900",0,1,""
"6354","VR0447",8989,8830,2018,197,"Inc","R151",6552,6552,NA,NA,"",2532,2,FALSE,3,12,FALSE,"16/7/2018","0/1/1900",0,1,""
"6355","VR0448",9407,NA,2018,196,"Prov","R139",6553,6553,NA,NA,"",2520,4,FALSE,3,10,FALSE,"15/7/2018","0/1/1900",0,1,""
"6356","VR0449",9951,8934,2018,196,"Inc","R157",6554,6554,NA,NA,"",2538,2,FALSE,4,5,FALSE,"15/7/2018","0/1/1900",0,1,""
"6357","VR0450",9570,9222,2018,196,"Inc","R152",6555,6555,NA,NA,"",2533,2,FALSE,3,11,FALSE,"15/7/2018","0/1/1900",0,1,""
"6358","VR0451",8963,NA,2018,196,"Inc","R153",6556,6556,NA,NA,"",2534,2,FALSE,4,12,FALSE,"15/7/2018","0/1/1900",0,1,""
"6359","VR0452",8567,NA,2018,196,"Inc","R156",6557,6557,NA,NA,"",2537,2,FALSE,5,5,FALSE,"15/7/2018","0/1/1900",0,1,""
"6360","VR0453",6643,9182,2018,197,"Inc","R160",6558,6558,NA,NA,"",2541,2,FALSE,3,5,FALSE,"16/7/2018","0/1/1900",0,1,""
"6361","VR0454",9571,9089,2018,197,"Prov","R137",6559,6559,NA,NA,"",2518,4,FALSE,1,10,FALSE,"16/7/2018","0/1/1900",1,1,""
"6362","VR0455",8693,NA,2018,197,"Inc","R158",6560,6560,NA,NA,"",2539,2,FALSE,4,5,FALSE,"16/7/2018","0/1/1900",1,1,""
"6363","VR0456",8607,8515,2018,197,"Prov","R138",6561,6561,NA,NA,"",2519,4,FALSE,2,10,FALSE,"16/7/2018","0/1/1900",1,2,""
"6364","VR0457",9817,4943,2018,197,"Inc","R154",6562,6562,NA,NA,"",2535,2,FALSE,4,11,FALSE,"16/7/2018","0/1/1900",0,1,""
"6365","VR0458",6724,8906,2018,198,"Prov","R140",6564,6564,NA,NA,"",2521,4,FALSE,3,10,FALSE,"17/7/2018","0/1/1900",1,1,""
"6366","VR0459",9931,7615,2018,198,"Inc","R161",6565,6565,NA,NA,"",2542,2,FALSE,3,5,FALSE,"17/7/2018","0/1/1900",1,1,""
"6367","VR0460",8821,NA,2018,198,"Inc","R162",6566,6566,NA,NA,"",2543,2,FALSE,3,5,FALSE,"17/7/2018","0/1/1900",1,2,""
"6368","VR0461",6755,8888,2018,198,"Inc","R163",6567,6567,NA,NA,"",2544,2,FALSE,4,5,FALSE,"17/7/2018","0/1/1900",1,2,""
"6369","VR0462",9377,5466,2018,200,"Inc","R164",6568,6568,NA,NA,"",2545,2,FALSE,3,6,FALSE,"19/7/2018","0/1/1900",0,1,"Couldn't get into LM for v6i so day late."
"6370","VR0465",8398,9416,2018,200,"Inc","R155",6569,6569,NA,NA,"",2536,2,FALSE,4,11,FALSE,"19/7/2018","0/1/1900",0,1,""
"6371","VR0466",8849,8752,2018,200,"Inc","R165",6570,6570,NA,NA,"",2546,2,FALSE,3,5,FALSE,"19/7/2018","0/1/1900",0,1,""
"6372","VR0467",9050,9796,2018,200,"Inc","R166",6571,6571,NA,NA,"",2547,2,FALSE,3,5,FALSE,"19/7/2018","0/1/1900",0,1,""
"6373","VR0468",9813,NA,2018,201,"Inc","R167",6572,6572,NA,NA,"",2548,2,FALSE,4,5,FALSE,"20/7/2018","0/1/1900",0,1,""
"6374","VR0469",NA,NA,NA,NA,NA,NA,NA,6573,NA,NA,"",2540,2,FALSE,4,11,FALSE,"21/7/2018","0/1/1900",1,0,""
"6375","VR0470",9082,9626,2018,202,"Prov","R146",6574,6574,NA,NA,"",2527,4,FALSE,1,6,FALSE,"21/7/2018","0/1/1900",1,1,""
"6376","VR0471",9121,9143,2018,202,"Inc","R168",6575,6575,NA,NA,"",2549,2,FALSE,3,5,FALSE,"21/7/2018","0/1/1900",1,0,""
"6377","VR0472",8941,9000,2018,202,"Inc","R169",6576,6576,NA,NA,"",2550,2,FALSE,4,5,FALSE,"21/7/2018","0/1/1900",1,0,""
"6378","VR0473",6955,NA,2018,202,"Prov","R144",6577,6577,NA,NA,"",2525,4,FALSE,3,6,FALSE,"21/7/2018","0/1/1900",1,0,""
"6379","VR0474",8567,NA,2018,202,"Inc","R156",6578,6578,NA,NA,"",2537,2,FALSE,5,11,FALSE,"21/7/2018","0/1/1900",1,0,""
"6380","VR0475",9951,8934,2018,202,"Inc","R157",6579,6579,NA,NA,"",2538,2,FALSE,4,11,FALSE,"21/7/2018","0/1/1900",1,1,""
"6381","VR0476",8610,6978,2018,202,"Inc","R170",6580,6580,NA,NA,"",2551,2,FALSE,4,5,FALSE,"21/7/2018","0/1/1900",1,1,""
"6382","VR0477",8956,9564,2018,202,"Prov","R147",6581,6581,NA,NA,"",2528,4,FALSE,1,6,FALSE,"21/7/2018","0/1/1900",1,1,""
"6383","VR0478",6643,9182,2018,203,"Inc","R160",6582,6582,NA,NA,"",2541,2,FALSE,3,11,FALSE,"22/7/2018","0/1/1900",1,1,""
"6384","VR0479",9449,NA,2018,203,"Prov","R148",6583,6583,NA,NA,"",2529,4,FALSE,3,6,FALSE,"22/7/2018","0/1/1900",1,1,""
"6385","VR0480",8693,NA,2018,203,"Inc","R158",6584,6584,NA,NA,"",2539,2,FALSE,4,11,FALSE,"22/7/2018","0/1/1900",1,1,""
"6386","VR0481",8963,NA,2018,203,"Prov","R153",6585,6585,NA,NA,"",2534,4,FALSE,2,6,FALSE,"22/7/2018","0/1/1900",1,1,""
"6387","VR0482",4976,NA,2018,203,"Prov","R145",6586,6586,NA,NA,"",2526,4,FALSE,2,6,FALSE,"22/7/2018","0/1/1900",1,1,""
"6388","VR0483",9066,5466,2018,204,"Inc","R171",6587,6587,NA,NA,"",2552,2,FALSE,4,5,FALSE,"23/7/2018","0/1/1900",1,1,""
"6389","VR0484",9159,8652,2018,204,"Prov","R150",6593,6593,NA,NA,"",2531,4,FALSE,3,6,FALSE,"23/7/2018","0/1/1900",1,1,""
"6390","VR0485",9471,9667,2018,204,"Inc","R172",6594,6594,NA,NA,"",2553,2,FALSE,3,5,FALSE,"23/7/2018","0/1/1900",3,1,""
"6391","VR0486",9570,9222,2018,204,"Prov","R152",6589,6589,NA,NA,"",2533,4,FALSE,2,6,FALSE,"23/7/2018","0/1/1900",1,1,""
"6392","VR0487",8821,NA,2018,204,"Inc","R162",6590,6590,NA,NA,"",2543,2,FALSE,3,11,FALSE,"23/7/2018","0/1/1900",1,1,""
"6393","VR0488",6755,8888,2018,204,"Inc","R163",6591,6591,NA,NA,"",2544,2,FALSE,4,11,FALSE,"23/7/2018","0/1/1900",1,1,""
"6394","VR0489",9931,7615,2018,204,"Inc","R161",6595,6595,NA,NA,"",2542,2,FALSE,3,11,FALSE,"23/7/2018","0/1/1900",1,1,""
"6395","VR0490",9377,5466,2018,205,"Inc","R164",6596,6596,NA,NA,"",2545,2,FALSE,3,11,FALSE,"24/7/2018","0/1/1900",2,1,""
"6396","VR0491",9254,NA,2018,205,"Inc","R173",6597,6597,NA,NA,"",2554,2,FALSE,4,11,FALSE,"24/7/2018","0/1/1900",2,1,""
"6397","VR0492",8989,8830,2018,205,"Prov","R151",6598,6598,NA,NA,"",2532,4,FALSE,1,6,FALSE,"24/7/2018","0/1/1900",2,1,""
"6398","VR0494",9046,NA,2018,206,"Inc","R174",6599,6599,NA,NA,"",2555,2,FALSE,3,5,FALSE,"25/7/2018","0/1/1900",0,1,""
"6399","VR0495",6955,NA,2018,206,"Prov","R144",6600,6600,NA,NA,"",2525,4,FALSE,3,10,FALSE,"25/7/2018","0/1/1900",0,1,""
"6400","VR0496",6555,9633,2018,206,"Inc","R175",6601,6601,NA,NA,"",2556,2,FALSE,4,5,FALSE,"25/7/2018","0/1/1900",0,1,""
"6401","VR0497",8849,8752,2018,206,"Inc","R165",6602,6602,NA,NA,"",2546,2,FALSE,3,11,FALSE,"25/7/2018","0/1/1900",1,1,""
"6402","VR0498",9817,4943,2018,206,"Prov","R154",6603,6603,NA,NA,"",2535,4,FALSE,3,6,FALSE,"25/7/2018","0/1/1900",1,1,""
"6403","VR0499",8956,9564,2018,206,"Prov","R147",6604,6604,NA,NA,"",2528,4,FALSE,1,10,FALSE,"25/7/2018","0/1/1900",1,1,""
"6404","VR0500",9050,9796,2018,206,"Inc","R166",6605,6605,NA,NA,"",2547,2,FALSE,3,11,FALSE,"25/7/2018","0/1/1900",0,1,""
"6405","VR0501",9813,NA,2018,207,"Inc","R167",6607,6607,NA,NA,"",2548,2,FALSE,4,11,FALSE,"26/7/2018","0/1/1900",0,1,""
"6406","VR0502",9449,NA,2018,207,"Prov","R148",6608,6608,NA,NA,"",2529,4,FALSE,3,10,FALSE,"26/7/2018","0/1/1900",0,1,""
"6407","VR0503",4976,NA,2018,207,"Prov","R145",6609,6609,NA,NA,"",2526,4,FALSE,2,10,FALSE,"26/7/2018","0/1/1900",0,1,""
"6408","VR0504",9159,8652,2018,208,"Prov","R150",6610,6610,NA,NA,"",2531,4,FALSE,3,10,FALSE,"27/7/2018","0/1/1900",1,3,""
"6409","VR0505",9121,9143,2018,208,"Inc","R168",6611,6611,NA,NA,"",2549,2,FALSE,3,11,FALSE,"27/7/2018","0/1/1900",1,3,""
"6410","VR0506",8941,9000,2018,208,"Inc","R169",6612,6612,NA,NA,"",2550,2,FALSE,4,11,FALSE,"27/7/2018","0/1/1900",1,3,""
"6411","VR0507",9570,9222,2018,208,"Prov","R152",6613,6613,NA,NA,"",2533,4,FALSE,2,10,FALSE,"27/7/2018","0/1/1900",1,3,""
"6412","VR0508",8963,NA,2018,208,"Prov","R153",6614,6614,NA,NA,"",2534,4,FALSE,2,11,FALSE,"27/7/2018","0/1/1900",1,3,""
"6413","VR0509",8398,9416,2018,208,"Prov","R155",6615,6615,NA,NA,"",2536,4,FALSE,3,6,FALSE,"27/7/2018","0/1/1900",1,2,""
"6414","VR0510",8610,6978,2018,208,"Inc","R170",6616,6616,NA,NA,"",2551,2,FALSE,4,11,FALSE,"27/7/2018","0/1/1900",1,2,""
"6415","VR0511",8989,8830,2018,209,"Prov","R151",6617,6617,NA,NA,"",2532,4,FALSE,1,10,FALSE,"28/7/2018","0/1/1900",4,2,""
"6416","VR0512",NA,NA,NA,NA,NA,NA,NA,6618,NA,NA,"",2540,4,FALSE,3,6,FALSE,"29/7/2018","0/1/1900",1,3,""
"6417","VR0513",9066,5466,2018,210,"Inc","R171",6619,6619,NA,NA,"",2552,2,FALSE,4,11,FALSE,"29/7/2018","0/1/1900",1,3,""
"6418","VR0514",9471,9667,2018,210,"Inc","R172",6620,6620,NA,NA,"",2553,2,FALSE,3,11,FALSE,"29/7/2018","0/1/1900",1,3,""
"6419","VR0515",9817,4943,2018,210,"Prov","R154",6621,6621,NA,NA,"",2535,4,FALSE,3,10,FALSE,"29/7/2018","0/1/1900",1,3,""
"6420","VR0516",8567,NA,2018,211,"Prov","R156",6622,6622,NA,NA,"",2537,4,FALSE,2,6,FALSE,"30/7/2018","0/1/1900",1,1,""
"6421","VR0518",6643,9182,2018,212,"Prov","R160",6623,6623,NA,NA,"",2541,4,FALSE,1,6,FALSE,"31/7/2018","0/1/1900",1,3,""
"6422","VR0519",8693,NA,2018,212,"Prov","R158",6624,6624,NA,NA,"",2539,4,FALSE,3,6,FALSE,"31/7/2018","0/1/1900",1,3,""
"6423","VR0520",9046,NA,2018,212,"Inc","R174",6625,6625,NA,NA,"",2555,2,FALSE,3,11,FALSE,"31/7/2018","0/1/1900",1,3,""
"6424","VR0521",6555,9633,2018,212,"Inc","R175",6626,6626,NA,NA,"",2556,2,FALSE,4,11,FALSE,"31/7/2018","0/1/1900",1,3,""
"6425","VR0522",8398,9416,2018,212,"Prov","R155",6627,6627,NA,NA,"",2536,4,FALSE,2,10,FALSE,"31/7/2018","0/1/1900",4,2,""
"6426","VR0523",8821,NA,2018,212,"Prov","R162",6628,6628,NA,NA,"",2543,4,FALSE,3,6,FALSE,"31/7/2018","0/1/1900",0,3,""
"6427","VR0524",8849,8752,2018,213,"Prov","R165",6629,6629,NA,NA,"",2546,4,FALSE,2,6,FALSE,"1/8/2018","0/1/1900",0,2,""
"6428","VR0525",9050,9796,2018,213,"Prov","R166",6630,6630,NA,NA,"",2547,4,FALSE,2,6,FALSE,"1/8/2018","0/1/1900",0,1,""
"6429","VR0526",NA,NA,NA,NA,NA,NA,NA,6631,NA,NA,"",2540,4,FALSE,2,10,FALSE,"2/8/2018","0/1/1900",2,1,""
"6430","VR0527",6755,8888,2018,214,"Prov","R163",6632,6632,NA,NA,"",2544,4,FALSE,1,6,FALSE,"2/8/2018","0/1/1900",1,1,""
"6431","VR0528",9377,5466,2018,215,"Prov","R164",6633,6633,NA,NA,"",2545,4,FALSE,2,6,FALSE,"3/8/2018","0/1/1900",1,0,""
"6432","VR0529",8567,NA,2018,215,"Prov","R156",6634,6634,NA,NA,"",2537,4,FALSE,1,10,FALSE,"3/8/2018","0/1/1900",1,1,""
"6433","VR0530",6643,9182,2018,216,"Prov","R160",6635,6635,NA,NA,"",2541,4,FALSE,1,10,FALSE,"4/8/2018","0/1/1900",2,0,""
"6434","VR0531",9813,NA,2018,216,"Prov","R167",6636,6636,NA,NA,"",2548,4,FALSE,2,6,FALSE,"4/8/2018","0/1/1900",2,0,""
"6435","VR0533",8941,9000,2018,216,"Prov","R169",6637,6637,NA,NA,"",2550,4,FALSE,1,6,FALSE,"4/8/2018","0/1/1900",2,0,""
"6436","VR0534",8693,NA,2018,216,"Prov","R158",6638,6638,NA,NA,"",2539,4,FALSE,3,10,FALSE,"4/8/2018","0/1/1900",2,0,""
"6437","VR0535",8821,NA,2018,216,"Prov","R162",6639,6639,NA,NA,"",2543,4,FALSE,3,10,FALSE,"4/8/2018","0/1/1900",2,0,""
"6438","VR0536",8610,6978,2018,216,"Prov","R170",6640,6640,NA,NA,"",2551,4,FALSE,1,6,FALSE,"4/8/2018","0/1/1900",2,0,""
"6439","VR0537",8849,8752,2018,217,"Prov","R165",6641,6641,NA,NA,"",2546,4,FALSE,2,10,FALSE,"5/8/2018","0/1/1900",0,1,""
"6440","VR0538",9050,9796,2018,217,"Prov","R166",6642,6642,NA,NA,"",2547,4,FALSE,1,10,FALSE,"5/8/2018","0/1/1900",0,1,""
"6441","VR0539",6755,8888,2018,218,"Prov","R163",6643,6643,NA,NA,"",2544,4,FALSE,1,10,FALSE,"6/8/2018","0/1/1900",1,0,""
"6442","VR0540",9377,5466,2018,219,"Prov","R164",6644,6644,NA,NA,"",2545,4,FALSE,2,10,FALSE,"7/8/2018","0/1/1900",0,2,""
"6443","VR0541",9813,NA,2018,220,"Prov","R167",6645,6645,NA,NA,"",2548,4,FALSE,2,10,FALSE,"8/8/2018","0/1/1900",1,2,""
"6444","VR0542",8941,9000,2018,220,"Prov","R169",6646,6646,NA,NA,"",2550,4,FALSE,1,10,FALSE,"8/8/2018","0/1/1900",1,2,""
"6445","VR0543",6555,9633,2018,220,"Prov","R175",6647,6647,NA,NA,"",2556,4,FALSE,2,6,FALSE,"8/8/2018","0/1/1900",1,2,""
"6446","VR0544",8610,6978,2018,220,"Prov","R170",6648,6648,NA,NA,"",2551,4,FALSE,1,10,FALSE,"8/8/2018","0/1/1900",1,2,""
"6447","VR0545",6555,9633,2018,224,"Prov","R175",6649,6649,NA,NA,"",2556,4,FALSE,2,10,FALSE,"12/8/2018","0/1/1900",0,2,""
"6448","VT0001",9159,NA,2019,116,"Inc","T001",6651,6651,NA,NA,"LW",2557,1,FALSE,3,6,FALSE,"26/4/2019","0/1/1900",1,3,""
"6449","VT0002",9813,9176,2019,118,"Inc","T002",6652,6652,NA,NA,"LW",2558,1,FALSE,5,5,FALSE,"28/4/2019","0/1/1900",1,1,""
"6450","VT0003",NA,NA,NA,NA,NA,NA,NA,6653,NA,NA,"LW",2559,1,FALSE,3,5,FALSE,"28/4/2019","0/1/1900",1,1,""
"6451","VT0004",9066,9893,2019,119,"Inc","T004",6654,6654,NA,NA,"",2560,1,FALSE,4,5,FALSE,"29/4/2019","0/1/1900",3,0,""
"6452","VT0005",9592,NA,2019,119,"Inc","T005",6655,6655,NA,NA,"",2561,1,FALSE,3,5,FALSE,"29/4/2019","0/1/1900",3,0,""
"6453","VT0006",9251,NA,2019,119,"Inc","T006",6656,6656,NA,NA,"",2563,1,FALSE,3,5,FALSE,"29/4/2019","0/1/1900",3,0,""
"6454","VT0007",9159,NA,2019,121,"Inc","T001",6657,6657,NA,NA,"",2557,1,FALSE,3,11,FALSE,"1/5/2019","0/1/1900",1,0,""
"6455","VT0008",9121,9143,2019,121,"Inc","T007",6658,6658,NA,NA,"",2562,1,FALSE,3,5,FALSE,"1/5/2019","0/1/1900",1,0,""
"6456","VT0009",9813,9176,2019,124,"Inc","T002",6659,6659,NA,NA,"",2558,1,FALSE,5,11,FALSE,"4/5/2019","0/1/1900",1,2,""
"6457","VT0010",NA,NA,NA,NA,NA,NA,NA,6660,NA,NA,"",2559,1,FALSE,3,11,FALSE,"4/5/2019","0/1/1900",1,2,""
"6458","VT0011",9066,9893,2019,125,"Inc","T004",6661,6661,NA,NA,"",2560,1,FALSE,4,11,FALSE,"5/5/2019","0/1/1900",0,1,""
"6459","VT0012",9592,NA,2019,125,"Inc","T005",6662,6662,NA,NA,"",2561,1,FALSE,3,11,FALSE,"5/5/2019","0/1/1900",0,1,""
"6460","VT0013",9251,NA,2019,125,"Inc","T006",6663,6663,NA,NA,"",2563,1,FALSE,3,11,FALSE,"5/5/2019","0/1/1900",0,1,""
