DVDRef,DVDNumber,TapeLength,Protocol,Observer,BroodRef,Situation,Deaths,OffspringNo,Age,Wrong,DVDdate,DVDtime,Weather,Wind,Notes
2083,90010,92.30000305,,,1077,2,FALSE,5,16,FALSE,1/5/2009,0/1/1900,0,1,AGE ESTIMATED FROM HATCH DATE
2084,90011,,,,1076,2,FALSE,4,16,FALSE,1/5/2009,0/1/1900,0,1,"BAD TAPE QUALITY, AGE ESTIMATED FROM HATCH DAY"
2085,90012,93.40000153,,,1080,2,FALSE,4,4,FALSE,1/5/2009,0/1/1900,0,1,
2086,90013,93.40000153,,,1081,2,FALSE,5,11,FALSE,1/5/2009,0/1/1900,0,1,ESTIMATE AGE
2087,90014,,,,1075,2,FALSE,4,16,FALSE,1/5/2009,0/1/1900,0,1,"BAD TAPE QUALITY, AGE ESTIMATED FROM HATCH DAY"
2088,90015,93.30000305,,,1074,3,FALSE,4,1,FALSE,2/5/2009,0/1/1900,0,1,"CHICKS HATCHED ON THIS DAY, FEMALE SEEN CHASING AWAY DGMY WHO WAS HANGING AROUND THE NESTBOX"
2089,90016,93.69999695,,,1082,2,FALSE,5,11,FALSE,2/5/2009,0/1/1900,0,1,ESTIMATE AGE
2090,90017,88.59999847,,,1077,3,FALSE,5,1,FALSE,3/5/2009,0/1/1900,0,1,HATCHED THIS DAY
2091,90018,93.09999847,,,1076,3,FALSE,4,1,FALSE,3/5/2009,0/1/1900,0,1,HATCHED THIS DAY
2092,90019,92.69999695,,,1080,2,FALSE,4,6,FALSE,3/5/2009,0/1/1900,0,1,FEMALE NOT SEEN
2093,90020,93,,,1081,2,FALSE,5,13,FALSE,3/5/2009,0/1/1900,0,1,
2094,90021,,,,1075,3,FALSE,4,1,FALSE,3/5/2009,0/1/1900,0,1,"HATCHED THIS DAY, BAD DVD KEEPS FREEZING, REASONS UNKNOWN"
2095,90022,93.40000153,,,1079,2,FALSE,3,7,FALSE,4/5/2009,0/1/1900,1,1,FEMALE NOT SEEN
2096,90023,,,,1082,2,FALSE,5,13,FALSE,4/5/2009,0/1/1900,1,1,TAPE RUINED IN CAMERA
2097,90024,93.69999695,,,1084,2,FALSE,6,6,FALSE,5/5/2009,0/1/1900,1,1,
2098,90025,90.80000305,,,1083,2,FALSE,5,6,FALSE,5/5/2009,0/1/1900,1,1,
2099,90026,91.80000305,,,1081,2,FALSE,5,15,FALSE,5/5/2009,0/1/1900,1,1,MALE NEVER APPEARS
2100,90027,88.59999847,,,1082,2,FALSE,5,15,FALSE,6/5/2009,0/1/1900,2,2,ESTIMATE AGE
2101,90028,93.19999695,,,1084,2,FALSE,6,8,FALSE,7/5/2009,0/1/1900,0,1,
2102,90029,89.69999695,,,1083,2,FALSE,5,8,FALSE,7/5/2009,0/1/1900,0,1,
2103,90030,93.19999695,,,1081,3,FALSE,5,1,FALSE,8/5/2009,0/1/1900,0,3,CHICKS HATCHED ON THIS DAY
2104,90031,93.40000153,,,1085,2,FALSE,5,6,FALSE,8/5/2009,0/1/1900,0,3,
2105,90032,93.5,1,,1075,4,FALSE,1,7,FALSE,9/5/2009,0/1/1900,0,3,
2106,90033,93.40000153,1,,1077,4,FALSE,3,7,FALSE,9/5/2009,0/1/1900,0,3,
2107,90034,97.30000305,1,,1078,4,FALSE,2,7,FALSE,9/5/2009,0/1/1900,0,3,
2108,90035,91.30000305,,,1083,2,FALSE,5,10,FALSE,9/5/2009,0/1/1900,0,3,
2109,90036,91.5,,,1084,2,FALSE,6,10,FALSE,9/5/2009,0/1/1900,0,3,
2110,90037,89,,,1085,2,FALSE,5,8,FALSE,10/5/2009,0/1/1900,0,2,
2111,90038,94.19999695,1,,1078,4,FALSE,2,9,FALSE,11/5/2009,0/1/1900,0,4,
2112,90039,93.30000305,1,,1075,4,FALSE,1,9,FALSE,11/5/2009,0/1/1900,0,4,
2113,90040,89.09999847,1,,1081,4,FALSE,2,7,FALSE,14/5/2009,0/1/1900,2,1,
2114,90041,93.59999847,1,,1077,4,FALSE,3,9,FALSE,11/5/2009,0/1/1900,0,4,
2115,90042,93.09999847,,,1083,2,FALSE,5,12,FALSE,11/5/2009,0/1/1900,0,4,
2116,90043,93.69999695,,,1084,2,FALSE,6,13,FALSE,12/5/2009,0/1/1900,0,4,
2117,90044,93,,,1085,2,FALSE,5,10,FALSE,12/5/2009,0/1/1900,0,4,
2118,90045,93.30000305,,,1098,2,FALSE,6,6,FALSE,12/5/2009,0/1/1900,0,4,
2119,90046,91.90000153,1,,1078,4,FALSE,2,11,FALSE,13/5/2009,0/1/1900,1,2,
2120,90047,90.09999847,1,,1075,4,FALSE,1,12,FALSE,14/5/2009,0/1/1900,2,1,11D RECORDING = POOR TAPE SO REDONE
2121,90048,92.40000153,,,1084,2,FALSE,6,14,FALSE,13/5/2009,0/1/1900,1,2,
2122,90049,92.80000305,1,,1077,4,FALSE,3,11,FALSE,13/5/2009,0/1/1900,1,2,
2123,90050,93,,,1083,2,FALSE,4,14,FALSE,13/5/2009,0/1/1900,1,2,
2124,90051,93.59999847,,,1087,2,FALSE,5,7,FALSE,14/5/2009,0/1/1900,2,1,
2125,90052,93.19999695,,,1085,2,FALSE,5,12,FALSE,14/5/2009,0/1/1900,2,1,
2126,90053,93.59999847,,,1098,2,FALSE,6,8,FALSE,14/5/2009,0/1/1900,2,1,
2127,90054,93.40000153,,,1086,2,FALSE,4,9,FALSE,14/5/2009,0/1/1900,2,1,
2128,90055,93.40000153,1,,1083,4,FALSE,3,7,FALSE,21/5/2009,0/1/1900,1,1,
2129,90056,93.19999695,,,1087,2,FALSE,5,8,FALSE,15/5/2009,0/1/1900,1,2,
2130,90057,93.5,,,1088,2,FALSE,4,6,FALSE,16/5/2009,0/1/1900,1,4,
2131,90058,93.19999695,,,1086,2,FALSE,4,11,FALSE,16/5/2009,0/1/1900,1,4,
2132,90059,93.69999695,,,1098,2,FALSE,6,10,FALSE,16/5/2009,0/1/1900,1,4,
2133,90060,93.90000153,,,1085,2,FALSE,5,14,FALSE,16/5/2009,0/1/1900,1,4,
2134,90061,93.30000305,1,,1081,4,FALSE,2,9,FALSE,16/5/2009,0/1/1900,1,4,
2135,90062,75.90000153,,,1087,2,FALSE,5,10,FALSE,17/5/2009,0/1/1900,1,3,
2136,90063,94.40000153,,,1090,2,FALSE,5,6,FALSE,17/5/2009,0/1/1900,1,3,
2137,90064,93.59999847,,,1091,2,FALSE,4,6,FALSE,17/5/2009,0/1/1900,1,3,
2138,90065,91.80000305,,,1086,2,FALSE,4,12,FALSE,17/5/2009,0/1/1900,1,3,
2139,90066,93.59999847,,,1093,2,FALSE,4,6,FALSE,17/5/2009,0/1/1900,1,3,
2140,90067,92.19999695,1,,1081,4,FALSE,2,11,FALSE,18/5/2009,0/1/1900,1,3,
2141,90068,93.5,,,1087,2,FALSE,5,12,FALSE,19/5/2009,0/1/1900,3,2,
2142,90069,93.59999847,,,1092,2,FALSE,4,7,FALSE,19/5/2009,0/1/1900,3,2,
2143,90070,93.5,,,1090,2,FALSE,5,8,FALSE,19/5/2009,0/1/1900,3,2,
2144,90071,93.30000305,,,1088,2,FALSE,4,9,FALSE,19/5/2009,0/1/1900,3,2,
2145,90072,91.80000305,,,1091,2,FALSE,4,8,FALSE,19/5/2009,0/1/1900,3,2,
2146,90073,93.40000153,,,1086,2,FALSE,4,14,FALSE,19/5/2009,0/1/1900,3,2,
2147,90074,93.19999695,,,1098,2,FALSE,6,13,FALSE,19/5/2009,0/1/1900,3,2,
2148,90075,83.59999847,,,1093,2,FALSE,4,8,FALSE,19/5/2009,0/1/1900,3,2,
2149,90076,93.59999847,,,1094,2,FALSE,5,8,FALSE,20/5/2009,0/1/1900,1,2,
2150,90077,93.59999847,,,1098,2,FALSE,6,14,FALSE,20/5/2009,0/1/1900,1,2,
2151,90078,93.59999847,,,1088,2,FALSE,4,10,FALSE,20/5/2009,0/1/1900,1,2,
2152,90079,92.69999695,,,1096,2,FALSE,4,6,FALSE,20/5/2009,0/1/1900,1,2,"MALE BARELY SEEN, POSSIBLY NOT SOCIAL MALE EITHER, ONLY 2-3 SECS PRESENT IN WHOLE VIDEO"
2153,90080,93.59999847,,,1092,2,FALSE,4,8,FALSE,20/5/2009,0/1/1900,1,2,
2154,90081,93.5,1,,1084,4,FALSE,3,7,FALSE,21/5/2009,0/1/1900,1,1,
2155,90082,93.59999847,1,,1085,4,FALSE,4,7,FALSE,25/5/2009,0/1/1900,1,0,
2156,90083,93.40000153,,,1093,2,FALSE,4,10,FALSE,21/5/2009,0/1/1900,1,1,
2157,90084,92.59999847,,,1087,2,FALSE,5,14,FALSE,21/5/2009,0/1/1900,0,1,
2158,90085,93.40000153,,,1090,2,FALSE,5,10,FALSE,21/5/2009,0/1/1900,0,1,
2159,90086,92.19999695,,,1091,2,FALSE,4,10,FALSE,21/5/2009,0/1/1900,0,1,
2160,90087,91.19999695,,,1096,2,FALSE,4,8,FALSE,22/5/2009,0/1/1900,1,1,
2161,90088,93.09999847,,,1092,2,FALSE,4,10,FALSE,22/5/2009,0/1/1900,1,1,
2162,90089,93.59999847,,,1088,2,FALSE,4,12,FALSE,22/5/2009,0/1/1900,1,1,
2163,90090,92.69999695,,,1090,2,FALSE,5,12,FALSE,23/5/2009,0/1/1900,1,0,
2164,90091,,,,1091,2,FALSE,4,12,FALSE,23/5/2009,0/1/1900,1,0,TAPE COULD NOT BE RECORDED ONTO DVD - WARNING MESSAGE 'INCOMPATIBLE MEDIA'
2165,90092,92.80000305,,,1093,2,FALSE,4,12,FALSE,23/5/2009,0/1/1900,1,0,
2166,90093,91.90000153,1,,1084,4,FALSE,2,9,FALSE,23/5/2009,0/1/1900,1,0,
2167,90094,95,1,,1083,4,FALSE,3,9,FALSE,23/5/2009,0/1/1900,1,0,
2168,90095,92.80000305,,,1096,2,FALSE,4,10,FALSE,24/5/2009,0/1/1900,0,0,
2169,90096,94.80000305,,,1094,2,FALSE,5,12,FALSE,24/5/2009,0/1/1900,0,0,
2170,90097,94.69999695,,,1092,2,FALSE,4,12,FALSE,24/5/2009,0/1/1900,0,0,
2171,90098,,,,1088,3,FALSE,4,1,FALSE,24/5/2009,0/1/1900,0,0,DV TAPE IS POOR
2172,90099,93.5,,,1086,2,FALSE,4,7,FALSE,12/5/2009,0/1/1900,0,4,
2173,90100,92.90000153,1,,1083,4,FALSE,2,11,FALSE,25/5/2009,0/1/1900,1,0,
2174,90101,88,1,,1084,4,FALSE,2,11,FALSE,25/5/2009,0/1/1900,1,0,
2175,90102,92.80000305,,,1093,2,FALSE,4,14,FALSE,25/5/2009,0/1/1900,1,0,
2176,90103,92.09999847,1,,1086,4,FALSE,3,7,FALSE,26/5/2009,0/1/1900,0,2,
2177,90104,92.69999695,,,1092,2,FALSE,4,14,FALSE,26/5/2009,0/1/1900,0,2,
2178,90105,92.59999847,,,1096,2,FALSE,4,12,FALSE,26/5/2009,0/1/1900,0,2,
2179,90106,91.59999847,1,,1086,4,FALSE,3,9,FALSE,28/5/2009,0/1/1900,2,1,"A STRATEGY, FEMALE OFTEN INCUBATES WHILST MALE PROVISIONS BY PASSING FOOD TO HER"
2180,90107,93.5,,,1096,2,FALSE,4,14,FALSE,28/5/2009,0/1/1900,2,1,
2181,90108,92.69999695,1,,1087,4,FALSE,2,7,FALSE,29/5/2009,0/1/1900,1,1,
2182,90109,93.19999695,,,1097,2,FALSE,5,12,FALSE,29/5/2009,0/1/1900,1,1,
2183,90110,90.80000305,1,,1085,4,FALSE,4,11,FALSE,29/5/2009,0/1/1900,1,1,
2184,90111,93.30000305,1,,1086,4,FALSE,3,11,FALSE,30/5/2009,0/1/1900,0,1,
2185,90112,93.30000305,1,,1088,4,FALSE,4,7,FALSE,30/5/2009,0/1/1900,0,1,
2186,90113,93.5,1,,1087,4,FALSE,2,9,FALSE,31/5/2009,0/1/1900,0,0,
2187,90114,93.5,1,,1090,4,FALSE,3,7,FALSE,31/5/2009,0/1/1900,0,0,
2188,90115,92.90000153,1,,1088,4,FALSE,4,9,FALSE,1/6/2009,0/1/1900,0,1,
2189,90116,93.19999695,1,,1091,4,FALSE,4,7,FALSE,1/6/2009,0/1/1900,0,1,
2190,90117,93.30000305,1,,1087,4,FALSE,2,11,FALSE,2/6/2009,0/1/1900,0,1,
2191,90118,92.59999847,1,,1090,4,FALSE,3,9,FALSE,2/6/2009,0/1/1900,0,1,
2192,90119,90,1,,1088,4,FALSE,4,11,FALSE,3/6/2009,0/1/1900,0,0,
2193,90120,93.40000153,1,,1091,4,FALSE,4,9,FALSE,3/6/2009,0/1/1900,0,0,
2194,90121,93.40000153,1,,1093,4,FALSE,3,7,FALSE,3/6/2009,0/1/1900,0,0,
2195,90122,93.19999695,1,,1094,4,FALSE,4,7,FALSE,3/6/2009,0/1/1900,0,0,
2196,90123,93.59999847,1,,1090,4,FALSE,3,11,FALSE,4/6/2009,0/1/1900,0,0,
2197,90124,93.59999847,1,,1091,4,FALSE,4,11,FALSE,5/6/2009,0/1/1900,0,0,MALE NEVER APPEARS
2198,90125,93.59999847,1,,1094,4,FALSE,4,9,FALSE,5/6/2009,0/1/1900,0,0,
2199,90126,93.59999847,1,,1093,4,FALSE,3,9,FALSE,5/6/2009,0/1/1900,0,0,
2200,90127,93.59999847,1,,1096,4,FALSE,4,7,FALSE,5/6/2009,0/1/1900,0,0,
2201,90128,93.59999847,1,,1093,4,FALSE,3,11,FALSE,7/6/2009,0/1/1900,3,1,
2202,90129,93.59999847,1,,1096,4,FALSE,4,9,FALSE,7/6/2009,0/1/1900,3,1,
2203,90130,93.5,1,,1094,4,FALSE,4,11,FALSE,7/6/2009,0/1/1900,3,1,
2204,90131,93.59999847,,,1107,2,FALSE,5,6,FALSE,9/6/2009,0/1/1900,1,2,
2205,90132,93.59999847,,,1105,2,FALSE,4,6,FALSE,9/6/2009,0/1/1900,1,2,
2206,90133,93.69999695,1,,1096,4,FALSE,4,11,FALSE,9/6/2009,0/1/1900,1,2,
2207,90134,93.69999695,,,1108,2,FALSE,4,6,FALSE,10/6/2009,0/1/1900,1,0,
2208,90135,93.90000153,,,1105,2,FALSE,4,8,FALSE,11/6/2009,0/1/1900,0,1,
2209,90136,93.59999847,,,1101,2,FALSE,4,12,FALSE,11/6/2009,0/1/1900,0,1,
2210,90137,93.59999847,,,1107,2,FALSE,5,8,FALSE,11/6/2009,0/1/1900,0,1,
2211,90138,93.59999847,,,1108,2,FALSE,4,8,FALSE,12/6/2009,0/1/1900,2,1,
2212,90139,93.69999695,,,1107,2,FALSE,5,10,FALSE,13/6/2009,0/1/1900,2,0,
2213,90140,93.90000153,,,1101,2,FALSE,4,14,FALSE,13/6/2009,0/1/1900,2,0,
2214,90141,92.90000153,,,1104,2,FALSE,4,12,FALSE,14/6/2009,0/1/1900,1,0,
2215,90142,93.59999847,,,1103,2,FALSE,4,12,FALSE,14/6/2009,0/1/1900,1,0,
2216,90143,93.59999847,,,1110,2,FALSE,5,7,FALSE,14/6/2009,0/1/1900,1,0,
2217,90144,93.5,,,1108,2,FALSE,4,10,FALSE,14/6/2009,0/1/1900,0,0,
2218,90145,93.69999695,,,1102,2,FALSE,4,13,FALSE,14/6/2009,0/1/1900,0,0,
2219,90146,93.59999847,,,1107,2,FALSE,5,12,FALSE,15/6/2009,0/1/1900,0,0,
2220,90147,93.69999695,,,1105,2,FALSE,4,12,FALSE,15/6/2009,0/1/1900,0,0,
2221,90148,93.59999847,,,1108,2,FALSE,4,12,FALSE,16/6/2009,0/1/1900,0,0,
2222,90149,93.5,,,1110,2,FALSE,5,9,FALSE,16/6/2009,0/1/1900,0,0,
2223,90150,93.59999847,,,1107,2,FALSE,5,14,FALSE,17/6/2009,0/1/1900,1,2,
2224,90151,93.59999847,,,1105,2,FALSE,4,14,FALSE,17/6/2009,0/1/1900,1,2,
2225,90152,93.59999847,,,1110,2,FALSE,5,11,FALSE,18/6/2009,0/1/1900,1,2,
2226,90153,93.40000153,,,1108,2,FALSE,4,14,FALSE,18/6/2009,0/1/1900,1,2,
2227,90154,92.59999847,,,1109,2,FALSE,4,12,FALSE,18/6/2009,0/1/1900,1,2,
2228,90155,92.59999847,,,1111,2,FALSE,5,9,FALSE,20/6/2009,0/1/1900,1,2,
2229,90156,91.30000305,,,1110,2,FALSE,5,13,FALSE,20/6/2009,0/1/1900,1,2,
2230,90157,93.40000153,1,,1101,4,FALSE,3,7,FALSE,20/6/2009,0/1/1900,1,2,
2231,90158,93.40000153,1,,1101,4,FALSE,3,9,FALSE,22/6/2009,0/1/1900,0,0,
2232,90159,93.40000153,,,1113,2,FALSE,4,6,FALSE,22/6/2009,0/1/1900,0,0,
2233,90160,93.19999695,,,1110,2,FALSE,5,15,FALSE,22/6/2009,0/1/1900,0,0,
2234,90161,93.59999847,,,1111,2,FALSE,5,11,FALSE,22/6/2009,0/1/1900,0,0,
2235,90162,93.40000153,1,,1102,4,FALSE,4,7,FALSE,23/6/2009,0/1/1900,0,0,
2236,90163,93.59999847,1,,1103,4,FALSE,3,7,FALSE,23/6/2009,0/1/1900,0,0,
2237,90164,93.5,,,1113,2,FALSE,4,8,FALSE,24/6/2009,0/1/1900,0,1,
2238,90165,93.59999847,,,1111,2,FALSE,5,13,FALSE,24/6/2009,0/1/1900,0,1,
2239,90166,93.59999847,1,,1104,4,FALSE,2,7,FALSE,24/6/2009,0/1/1900,0,1,
2240,90167,93.5,1,,1105,4,FALSE,3,7,FALSE,24/6/2009,0/1/1900,0,1,
2241,90168,93.59999847,1,,1101,4,FALSE,3,11,FALSE,24/6/2009,0/1/1900,0,1,
2242,90169,85.69999695,1,,1103,4,FALSE,3,9,FALSE,25/6/2009,0/1/1900,0,2,
2243,90170,93.69999695,1,,1102,4,TRUE,3,9,FALSE,25/6/2009,0/1/1900,0,2,FEMALE REMOVES DEAD CHICK HALFWAY THROUGH DVD
2244,90171,93.59999847,1,,1107,4,FALSE,4,7,FALSE,25/6/2009,0/1/1900,0,2,
2245,90172,92.19999695,1,,1108,4,FALSE,4,7,FALSE,25/6/2009,0/1/1900,0,2,
2246,90173,93.09999847,,,1113,2,FALSE,4,10,FALSE,26/6/2009,0/1/1900,2,0,
2247,90174,93.5,1,,1111,4,FALSE,4,3,FALSE,26/6/2009,0/1/1900,2,0,
2248,90175,93,1,,1104,4,FALSE,2,9,FALSE,26/6/2009,0/1/1900,2,0,
2249,90176,89.5,1,,1109,4,FALSE,4,7,FALSE,26/6/2009,0/1/1900,2,0,
2250,90177,92.19999695,1,,1105,4,FALSE,3,9,FALSE,26/6/2009,0/1/1900,2,0,
2251,90178,93.5,,,1112,2,FALSE,4,12,FALSE,27/6/2009,0/1/1900,0,1,
2252,90179,92.19999695,1,,1108,4,FALSE,4,9,FALSE,27/6/2009,0/1/1900,0,1,
2253,90180,93.19999695,1,,1103,4,FALSE,3,11,FALSE,27/6/2009,0/1/1900,0,1,
2254,90181,93.40000153,1,,1107,4,FALSE,4,9,FALSE,27/6/2009,0/1/1900,0,1,
2255,90182,93.5,1,,1102,4,FALSE,3,11,FALSE,27/6/2009,0/1/1900,0,1,
2256,90183,93.5,,,1113,2,FALSE,4,12,FALSE,28/6/2009,0/1/1900,1,1,
2257,90184,90.80000305,1,,1104,4,FALSE,2,11,FALSE,28/6/2009,0/1/1900,1,1,
2258,90185,93.09999847,1,,1105,4,FALSE,3,11,FALSE,28/6/2009,0/1/1900,1,1,
2259,90186,93.40000153,1,,1109,4,FALSE,2,9,FALSE,28/6/2009,0/1/1900,1,1,
2260,90187,92.80000305,1,,1107,4,FALSE,4,11,FALSE,29/6/2009,0/1/1900,1,0,
2261,90188,92.69999695,1,,1110,4,FALSE,4,7,FALSE,29/6/2009,0/1/1900,1,0,
2262,90189,93,1,,1108,4,FALSE,4,11,FALSE,29/6/2009,0/1/1900,0,0,"FEMALE NOT SEEN, UNSURE WHY"
2263,90190,93.40000153,,,1115,2,FALSE,4,12,FALSE,29/6/2009,0/1/1900,1,0,MALE NEVER APPEARS
2264,90191,89.40000153,,,1114,2,FALSE,4,13,FALSE,30/6/2009,0/1/1900,0,0,
2265,90192,92.5,,,1116,2,FALSE,4,12,FALSE,30/6/2009,0/1/1900,0,0,
2266,90193,93.19999695,,,1113,2,FALSE,4,14,FALSE,30/6/2009,0/1/1900,0,0,
2267,90194,93.30000305,1,,1109,4,FALSE,2,11,FALSE,30/6/2009,0/1/1900,0,0,
2268,90195,93.5,1,,1110,4,FALSE,4,9,FALSE,1/7/2009,0/1/1900,1,0,
2269,90196,93.30000305,1,,1111,4,FALSE,4,8,FALSE,1/7/2009,0/1/1900,1,0,
2270,90197,93.19999695,1,,1111,4,FALSE,4,10,FALSE,3/7/2009,0/1/1900,0,1,
2271,90198,93.59999847,1,,1110,4,FALSE,4,11,FALSE,3/7/2009,0/1/1900,0,1,WREN ALSO TRIES TO GET IN THE NEST
2272,90199,93.30000305,,,1118,2,FALSE,5,12,FALSE,3/7/2009,0/1/1900,0,1,
2273,90200,93.59999847,1,,1112,4,FALSE,3,7,FALSE,4/7/2009,0/1/1900,2,1,
2274,90201,93.5,,,1119,2,FALSE,5,11,FALSE,4/7/2009,0/1/1900,0,2,
2275,90202,93.09999847,1,,1111,4,FALSE,3,12,FALSE,5/7/2009,0/1/1900,0,2,
2276,90203,93.5,1,,1112,4,FALSE,3,9,FALSE,6/7/2009,0/1/1900,0,3,
2277,90204,92.5,1,,1113,4,FALSE,1,7,FALSE,7/7/2009,0/1/1900,1,2,MALE NEVER APPEARS
2278,90205,93.30000305,,,1120,2,FALSE,4,11,FALSE,7/7/2009,0/1/1900,1,2,
2279,90206,93.5,1,,1114,4,FALSE,3,7,FALSE,7/7/2009,0/1/1900,1,2,
2280,90207,93.30000305,1,,1115,4,FALSE,3,7,FALSE,7/7/2009,0/1/1900,1,2,
2281,90208,90.19999695,1,,1112,4,FALSE,3,11,FALSE,8/7/2009,0/1/1900,0,1,PARENTS DO NOT APPEAR FOR A WHILE
2282,90209,93.30000305,1,,1116,4,FALSE,3,7,FALSE,9/7/2009,0/1/1900,0,1,
2283,90210,93.69999695,1,,1115,4,FALSE,3,9,FALSE,9/7/2009,0/1/1900,0,1,
2284,90211,90.80000305,1,,1114,4,FALSE,3,9,FALSE,9/7/2009,0/1/1900,0,1,
2285,90212,93.59999847,1,,1113,4,FALSE,1,9,FALSE,9/7/2009,0/1/1900,0,1,
2286,90213,40,,,1122,2,FALSE,3,6,FALSE,10/7/2009,0/1/1900,1,1,RAIN FOGS LENSE AFTER 40 MINS
2287,90214,91.40000153,1,,1113,4,FALSE,1,11,FALSE,11/7/2009,0/1/1900,2,1,
2288,90215,90.5,1,,1114,4,FALSE,3,11,FALSE,11/7/2009,0/1/1900,2,1,
2289,90216,92.90000153,1,,1115,4,FALSE,3,11,FALSE,11/7/2009,0/1/1900,2,2,
2290,90217,93.59999847,1,,1116,4,FALSE,3,9,FALSE,11/7/2009,0/1/1900,2,2,
2291,90218,93.5,,,1122,2,FALSE,3,8,FALSE,12/7/2009,0/1/1900,0,2,
2292,90219,93.5,1,,1116,4,FALSE,3,11,FALSE,13/7/2009,0/1/1900,0,2,OTHER FEMALE ALSO ENTERS THIS NEST
2293,90220,93.69999695,1,,1118,4,FALSE,3,7,FALSE,14/7/2009,0/1/1900,0,2,
2294,90221,93,1,,1119,4,FALSE,3,7,FALSE,14/7/2009,0/1/1900,0,2,
2295,90222,93.19999695,,,1122,2,FALSE,3,10,FALSE,14/7/2009,0/1/1900,0,2,
2296,90223,93.59999847,1,,1119,4,FALSE,3,9,FALSE,16/7/2009,0/1/1900,1,1,
2297,90224,93.30000305,,,1121,2,FALSE,4,13,FALSE,16/7/2009,0/1/1900,1,1,
2298,90225,93.59999847,,,1122,2,FALSE,3,12,FALSE,16/7/2009,0/1/1900,1,1,
2299,90226,93.59999847,,,1124,2,FALSE,2,6,FALSE,16/7/2009,0/1/1900,1,1,
2300,90227,93.5,1,,1118,4,FALSE,3,9,FALSE,16/7/2009,0/1/1900,1,1,
2301,90228,93.80000305,,,1124,2,FALSE,2,8,FALSE,18/7/2009,0/1/1900,1,1,
2302,90229,93.5,1,,1119,4,FALSE,3,11,FALSE,18/7/2009,0/1/1900,1,1,
2303,90230,93.5,1,,1118,4,FALSE,3,11,FALSE,18/7/2009,0/1/1900,1,1,
2304,90231,94.09999847,,,1122,2,FALSE,3,14,FALSE,18/7/2009,0/1/1900,1,1,
2305,90232,93.5,1,,1120,4,FALSE,3,8,FALSE,19/7/2009,0/1/1900,1,2,
2306,90233,91.09999847,1,,1120,4,FALSE,3,9,FALSE,20/7/2009,0/1/1900,0,1,
2307,90234,90.30000305,,,1124,2,FALSE,2,10,FALSE,20/7/2009,0/1/1900,0,1,
2308,90235,93.30000305,,,1125,2,FALSE,4,12,FALSE,20/7/2009,0/1/1900,0,1,
2309,90236,93.69999695,1,,1120,4,FALSE,3,11,FALSE,22/7/2009,0/1/1900,1,3,
2310,90237,93,1,,1121,4,FALSE,2,7,FALSE,24/7/2009,0/1/1900,0,1,
2311,90238,92.59999847,1,,1122,4,FALSE,2,7,FALSE,25/7/2009,0/1/1900,0,1,
2312,90239,93.59999847,,,1129,2,FALSE,2,6,FALSE,25/7/2009,0/1/1900,0,1,
2313,90240,93.59999847,1,,1121,4,FALSE,1,9,FALSE,26/7/2009,0/1/1900,3,3,
2314,90241,93.59999847,,,1129,2,FALSE,2,8,FALSE,27/7/2009,0/1/1900,1,3,
2315,90242,93.69999695,1,,1122,4,FALSE,2,9,FALSE,27/7/2009,0/1/1900,1,3,
2316,90243,93.19999695,1,,1121,4,FALSE,1,11,FALSE,28/7/2009,0/1/1900,1,3,
2317,90244,92,1,,1124,4,FALSE,2,7,FALSE,28/7/2009,0/1/1900,1,3,
2318,90245,93.40000153,1,,1125,4,FALSE,4,7,FALSE,29/7/2009,0/1/1900,3,3,
2319,90246,93.30000305,,,1127,2,FALSE,3,12,FALSE,29/7/2009,0/1/1900,3,3,NEITHER PARENT SEEN = ABANDONED
2320,90247,93.5,1,,1122,4,FALSE,2,12,FALSE,30/7/2009,0/1/1900,0,2,
2321,90248,93.59999847,1,,1126,4,FALSE,1,7,FALSE,30/7/2009,0/1/1900,0,2,
2322,90249,93.59999847,1,,1124,4,FALSE,2,9,FALSE,30/7/2009,0/1/1900,0,2,
2323,90250,93.19999695,,,1128,2,FALSE,5,12,FALSE,31/7/2009,0/1/1900,0,2,
2324,90251,91.80000305,,,1129,2,FALSE,2,12,FALSE,31/7/2009,0/1/1900,0,2,
2325,90252,90.90000153,1,,1125,4,FALSE,4,9,FALSE,31/7/2009,0/1/1900,0,2,
2326,90253,91.40000153,1,,1124,4,FALSE,2,11,FALSE,1/8/2009,0/1/1900,2,2,
2327,90254,93.09999847,1,,1126,4,FALSE,1,9,FALSE,1/8/2009,0/1/1900,2,2,
2328,90255,93.40000153,,,1130,2,FALSE,3,13,FALSE,2/8/2009,0/1/1900,0,1,
2329,90256,93.5,,,1129,2,FALSE,2,14,FALSE,2/8/2009,0/1/1900,0,1,
2330,90257,93.5,1,,1125,4,FALSE,4,11,FALSE,2/8/2009,0/1/1900,0,1,
2331,90258,93.5,1,,1126,4,FALSE,1,11,FALSE,3/8/2009,0/1/1900,2,2,
2332,90259,93.59999847,1,,1128,4,FALSE,2,7,FALSE,9/8/2009,0/1/1900,1,0,
2333,90260,93.59999847,1,,1129,4,FALSE,2,7,FALSE,9/8/2009,0/1/1900,1,0,
2334,90261,93.5,1,,1130,4,FALSE,3,7,FALSE,10/8/2009,0/1/1900,3,3,
2335,90262,93.59999847,1,,1128,4,FALSE,2,9,FALSE,11/8/2009,0/1/1900,0,0,
2336,90263,93.59999847,1,,1129,4,FALSE,2,9,FALSE,11/8/2009,0/1/1900,0,0,
